timestamp,location,price,last4ccnum
06,Brew've Been Served,11.34,4795
06,Hallowed Grounds,52.22,7108
06,Brew've Been Served,8.33,6816
06,Hallowed Grounds,16.72,9617
06,Brew've Been Served,4.24,7384
06,Brew've Been Served,4.17,5368
06,Coffee Cameleon,28.73,7253
06,Brew've Been Served,9.6,4948
06,Brew've Been Served,16.9,9683
06,Hallowed Grounds,16.53,8129
06,Hallowed Grounds,10.66,3492
06,Coffee Cameleon,8.39,5921
06,Brew've Been Served,32.83,9405
06,Hallowed Grounds,16.88,7889
06,Coffee Cameleon,11.86,2142
06,Hallowed Grounds,32.93,2681
06,Hallowed Grounds,8.05,9551
06,Brew've Been Served,3.67,3484
06,Brew've Been Served,8.88,7819
06,Brew've Been Served,4.27,5407
06,Hallowed Grounds,9.69,6691
06,Hallowed Grounds,10.07,1874
06,Brew've Been Served,18.24,3853
06,Brew've Been Served,15.58,4434
06,Brew've Been Served,5.66,6901
06,Coffee Cameleon,3.2,2418
06,Brew've Been Served,14.97,1286
06,Brew've Been Served,11.2,8411
06,Brew've Been Served,15.39,8202
06,Abila Airport,4540.08,9220
06,Kronos Pipe and Irrigation,242.21,9220
06,Nationwide Refinery,761.64,9735
06,Maximum Iron and Steel,2859.51,9220
06,Stewart and Sons Fabrication,2144.62,9735
06,Carlyle Chemical Inc.,3959.66,9220
06,Coffee Shack,51.51,7117
06,Bean There Done That,10.28,1415
06,Bean There Done That,16.09,9635
06,Brewed Awakenings,5.72,7688
06,Jack's Magical Beans,11.03,6899
06,Brewed Awakenings,16.89,2540
06,Bean There Done That,8.54,1877
06,Brewed Awakenings,4.35,8332
06,Bean There Done That,5.24,1321
06,Bean There Done That,4.27,6895
06,Jack's Magical Beans,18.59,9241
06,Jack's Magical Beans,27.84,8156
06,Jack's Magical Beans,18.1,2463
06,Abila Airport,1873.79,8642
06,Katerina’s Café,13.68,8332
06,Hippokampos,9.16,8156
06,Abila Zacharo,106.93,2418
06,Gelatogalore,12.74,7253
06,Kalami Kafenion,70.1,3484
06,Hippokampos,34.03,6691
06,Hippokampos,28.23,9551
06,Ouzeri Elian,38.9,2540
06,Hippokampos,13.26,4795
06,Guy's Gyros,15.44,1415
06,Abila Zacharo,30.08,7688
06,Abila Zacharo,50.14,1286
06,Katerina’s Café,33.54,8411
06,Kalami Kafenion,8.64,5407
06,Guy's Gyros,16.92,7384
06,Hippokampos,36.54,2681
06,Abila Zacharo,92.05,7354
06,Ouzeri Elian,20.56,6816
06,Guy's Gyros,11.22,1310
06,Gelatogalore,22.64,7889
06,Ouzeri Elian,20.4,6895
06,Guy's Gyros,30.82,9635
06,Katerina’s Café,18.56,6899
06,Guy's Gyros,99.67,2463
06,Kalami Kafenion,22.13,1321
06,Ouzeri Elian,20.74,5368
06,Ouzeri Elian,30.87,5921
06,Katerina’s Café,13.59,1874
06,Katerina’s Café,32.64,9617
06,Kalami Kafenion,22.31,4434
06,Gelatogalore,36.33,3492
06,Katerina’s Café,36.95,2142
06,Abila Zacharo,23.15,9405
06,Hippokampos,8.64,1877
06,Hippokampos,38.25,8202
06,Katerina’s Café,39.41,3853
06,Kalami Kafenion,13.08,7117
06,Gelatogalore,23.41,7819
06,Hippokampos,30.88,4948
06,Abila Zacharo,78.11,7108
06,Kalami Kafenion,27.4,8129
06,Katerina’s Café,19.65,6901
06,Abila Airport,777.06,9220
06,Abila Airport,612.47,8642
06,U-Pump,59.51,3484
06,Katerina’s Café,78.65,8411
06,Katerina’s Café,26.46,8129
06,Guy's Gyros,39.29,7384
06,Frydos Autosupply n' More,273.87,9241
06,Katerina’s Café,23.63,7253
06,Katerina’s Café,12.32,1874
06,Guy's Gyros,11.94,6901
06,Frydos Autosupply n' More,80.85,8202
06,Guy's Gyros,22.57,3484
06,Guy's Gyros,117.82,6816
06,Frydos Autosupply n' More,175.87,5368
06,Katerina’s Café,21.66,2418
06,Hippokampos,35.34,1321
06,Guy's Gyros,28.94,7819
06,Albert's Fine Clothing,276.9,9551
06,Guy's Gyros,95.29,7108
06,Hippokampos,85.5,6895
06,Katerina’s Café,17.92,9405
06,Katerina’s Café,28,6691
06,Katerina’s Café,15.52,5921
06,Hippokampos,26.8,1877
06,Hippokampos,24.41,7117
06,Hippokampos,21.33,1415
06,Frydos Autosupply n' More,149.3,5407
06,Shoppers' Delight,293.67,7354
06,Hippokampos,17.27,7688
06,Katerina’s Café,26.1,3492
06,Katerina’s Café,10.72,9617
06,Albert's Fine Clothing,121.76,4434
06,Hippokampos,28.14,8156
06,Katerina’s Café,26.51,4948
06,Frydos Autosupply n' More,197.32,2142
06,Frydos Autosupply n' More,314.98,1310
06,Hippokampos,20.61,8332
07,Brew've Been Served,5.08,7384
07,Brew've Been Served,12.74,5368
07,Brew've Been Served,7.09,4795
07,Hallowed Grounds,14.05,7889
07,Hallowed Grounds,8.91,8129
07,Hallowed Grounds,19.59,1874
07,Brew've Been Served,19.6,6816
07,Hallowed Grounds,84.44,9551
07,Coffee Cameleon,9.1,5921
07,Hallowed Grounds,7.88,1310
07,Hallowed Grounds,18.97,7108
07,Coffee Cameleon,27.66,7253
07,Brew've Been Served,4.39,5407
07,Hallowed Grounds,9.61,3492
07,Brew've Been Served,3,4434
07,Brew've Been Served,11.92,1286
07,Brew've Been Served,69.06,3484
07,Brew've Been Served,98.53,9683
07,Hallowed Grounds,10.33,6691
07,Brew've Been Served,17.4,8202
07,Brew've Been Served,11.91,4948
07,Coffee Cameleon,11.55,2142
07,Coffee Cameleon,52.44,2418
07,Hallowed Grounds,9.92,9617
07,Hallowed Grounds,68.42,2681
07,Brew've Been Served,14.49,9405
07,Brew've Been Served,3.03,7819
07,Brew've Been Served,15.66,8411
07,Brew've Been Served,47.74,6901
07,Abila Airport,3840.37,3506
07,Stewart and Sons Fabrication,1200.9,3506
07,Nationwide Refinery,1347.36,9735
07,Stewart and Sons Fabrication,1843.33,9735
07,Nationwide Refinery,1562.66,7792
07,Coffee Shack,16.63,7117
07,Bean There Done That,51.25,1415
07,Brewed Awakenings,12.17,7688
07,Jack's Magical Beans,23.68,6899
07,Brewed Awakenings,64.84,3853
07,Brewed Awakenings,71.59,2540
07,Bean There Done That,53.89,1877
07,Brewed Awakenings,6.72,8332
07,Bean There Done That,8.03,1321
07,Bean There Done That,46.25,6895
07,Jack's Magical Beans,18.77,9241
07,Jack's Magical Beans,19.61,8156
07,Jack's Magical Beans,69.84,2463
07,Nationwide Refinery,1071.04,3506
07,Abila Airport,124.89,8642
07,Katerina’s Café,59.07,7792
07,Guy's Gyros,29.57,8156
07,Abila Zacharo,13.52,1415
07,Gelatogalore,35.06,8332
07,Guy's Gyros,38.56,7354
07,Kalami Kafenion,45.05,1286
07,Kalami Kafenion,11.64,5407
07,Abila Zacharo,82.25,6899
07,Ouzeri Elian,29.1,2142
07,Gelatogalore,51.64,1310
07,Ouzeri Elian,28.37,4948
07,Abila Zacharo,52.72,7688
07,Gelatogalore,34.04,7253
07,Katerina’s Café,22.27,7889
07,Guy's Gyros,11.31,6816
07,Kalami Kafenion,18.06,4795
07,Ouzeri Elian,64.84,6895
07,Gelatogalore,8.98,2463
07,Gelatogalore,21.52,9551
07,Gelatogalore,17.21,9405
07,Katerina’s Café,51.41,3484
07,Abila Zacharo,17.81,9683
07,Ouzeri Elian,97.71,5368
07,Abila Zacharo,32.4,2418
07,Kalami Kafenion,22.83,1877
07,Guy's Gyros,10.11,9635
07,Kalami Kafenion,22.14,7108
07,Gelatogalore,36.5,2681
07,Ouzeri Elian,21.85,8411
07,Gelatogalore,71.77,1874
07,Hippokampos,51.69,3853
07,Gelatogalore,88.97,5921
07,Abila Zacharo,65.9,7819
07,Ouzeri Elian,16.2,1321
07,Katerina’s Café,37.44,8202
07,Gelatogalore,15.4,6691
07,Hippokampos,76.11,3492
07,Katerina’s Café,10.9,4434
07,Guy's Gyros,12.57,9617
07,Ouzeri Elian,59.51,6901
07,Hippokampos,37.57,8129
07,Abila Scrapyard,2149.28,2276
07,Kronos Pipe and Irrigation,3920.82,4530
07,Carlyle Chemical Inc.,4803.13,7792
07,Stewart and Sons Fabrication,962.2,2276
07,Maximum Iron and Steel,3207.31,4530
07,Abila Airport,3411.29,8642
07,Nationwide Refinery,889.58,2276
07,Guy's Gyros,14.87,7819
07,Guy's Gyros,31.23,3484
07,Hippokampos,20.17,1877
07,Hippokampos,11.56,1415
07,Albert's Fine Clothing,308.36,6895
07,Katerina’s Café,19.49,7253
07,Albert's Fine Clothing,78.91,7117
07,Guy's Gyros,42.25,7384
07,Guy's Gyros,26.82,4795
07,Katerina’s Café,10.07,2142
07,Guy's Gyros,76.71,9683
07,Katerina’s Café,55.63,1874
07,Katerina’s Café,94.75,7889
07,Katerina’s Café,65.02,8202
07,Guy's Gyros,62.33,3853
07,Ouzeri Elian,11.41,9241
07,Katerina’s Café,31.6,8411
07,Guy's Gyros,89.76,7354
07,Frydos Autosupply n' More,312.73,6901
07,Katerina’s Café,19.53,5921
07,Katerina’s Café,17.26,9617
07,Katerina’s Café,25.54,6691
07,Hippokampos,70.19,1321
07,Guy's Gyros,23.12,5368
07,Katerina’s Café,32.83,3492
07,Ouzeri Elian,20.53,2681
07,Hippokampos,32.99,8156
07,Katerina’s Café,33.29,9405
07,Hippokampos,21.2,2540
07,Hippokampos,37.88,2463
07,Katerina’s Café,18.35,1310
07,Hippokampos,35.85,7688
07,Hippokampos,22.18,8332
08,Brew've Been Served,15.66,7354
08,Hallowed Grounds,12.19,7108
08,Hallowed Grounds,8.15,1874
08,Hallowed Grounds,8.28,1310
08,Hallowed Grounds,5.85,8129
08,Brew've Been Served,3.09,4948
08,Hallowed Grounds,3.4,9617
08,Hallowed Grounds,3.11,3492
08,Brew've Been Served,32.92,3853
08,Brew've Been Served,8.27,6816
08,Brew've Been Served,19.17,9683
08,Brew've Been Served,33.68,9405
08,Hallowed Grounds,3.9,2681
08,Coffee Cameleon,6.59,7253
08,Coffee Cameleon,12.26,5921
08,Hallowed Grounds,79.92,7889
08,Brew've Been Served,91.87,3484
08,Hallowed Grounds,12.86,9551
08,Brew've Been Served,74.88,5368
08,Hallowed Grounds,11.63,6691
08,Brew've Been Served,8.4,5407
08,Coffee Cameleon,15.71,2142
08,Brew've Been Served,32.3,4795
08,Brew've Been Served,3.92,8202
08,Brew've Been Served,17.13,7819
08,Brew've Been Served,3.42,7384
08,Brew've Been Served,10.15,6901
08,Brew've Been Served,11.48,8411
08,Brew've Been Served,7.26,1286
08,Brew've Been Served,6.3,4434
08,Coffee Cameleon,16.17,2418
08,Carlyle Chemical Inc.,3048.31,7792
08,Nationwide Refinery,4513.16,9152
08,Nationwide Refinery,3674.32,9735
08,Stewart and Sons Fabrication,1738.26,9152
08,Stewart and Sons Fabrication,1673.77,9735
08,Coffee Shack,13.13,7117
08,Bean There Done That,17.45,1415
08,Bean There Done That,12.07,9635
08,Brewed Awakenings,11.73,7688
08,Jack's Magical Beans,3.96,6899
08,Brewed Awakenings,12.32,2540
08,Bean There Done That,8.06,1877
08,Brewed Awakenings,15.03,8332
08,Bean There Done That,94.96,1321
08,Jack's Magical Beans,18.78,9241
08,Jack's Magical Beans,12.37,8156
08,Jack's Magical Beans,31.25,2463
08,Frank's Fuel,65.34,3853
08,Abila Airport,2723.18,8642
08,Chostus Hotel,107.51,2540
08,Carlyle Chemical Inc.,4983.52,4530
08,Abila Zacharo,22.13,5407
08,Hippokampos,26.55,8332
08,Hippokampos,9.03,4795
08,Katerina’s Café,29.26,7792
08,Chostus Hotel,111.89,9683
08,Ouzeri Elian,109.73,8156
08,Abila Zacharo,36.85,2463
08,Hippokampos,16.59,7253
08,Gelatogalore,32.79,8411
08,Katerina’s Café,8.53,6899
08,Gelatogalore,20.72,9405
08,Kalami Kafenion,24.08,5921
08,Hippokampos,37.89,1321
08,Guy's Gyros,30.12,7384
08,Abila Zacharo,14.41,1415
08,Katerina’s Café,88.98,1310
08,Gelatogalore,50.36,1286
08,Gelatogalore,119.75,3484
08,Guy's Gyros,77.9,3853
08,Katerina’s Café,26.45,2142
08,Gelatogalore,35.29,7889
08,Kalami Kafenion,22.49,8202
08,Katerina’s Café,57.04,6895
08,Hippokampos,39.8,9551
08,Kalami Kafenion,31.96,7354
08,Kalami Kafenion,23.82,3492
08,Abila Zacharo,28.25,2681
08,Katerina’s Café,27.05,1877
08,Gelatogalore,22.27,2418
08,Ouzeri Elian,104.92,5368
08,Hippokampos,28.79,9635
08,Gelatogalore,116.72,7819
08,Guy's Gyros,15.86,1874
08,Abila Zacharo,30.85,6901
08,Kalami Kafenion,14.77,6816
08,Abila Zacharo,16.2,9617
08,Guy's Gyros,10.34,4434
08,Katerina’s Café,22.94,7108
08,Kronos Pipe and Irrigation,3615.61,4530
08,Kalami Kafenion,34.98,7117
08,Gelatogalore,39.94,4948
08,Kalami Kafenion,31.43,8129
08,Carlyle Chemical Inc.,4901.88,7792
08,Maximum Iron and Steel,3136.01,4530
08,Abila Airport,2769.12,8642
08,Hippokampos,10.52,1415
08,Hippokampos,16.54,2540
08,Katerina’s Café,34.25,5407
08,Guy's Gyros,15.69,7354
08,Guy's Gyros,30.48,4434
08,Katerina’s Café,13.83,8411
08,Hippokampos,32.66,6895
08,Guy's Gyros,28.81,7384
08,Frydos Autosupply n' More,214.07,2418
08,Guy's Gyros,33.02,5368
08,Katerina’s Café,31.59,1310
08,Ouzeri Elian,62.2,1286
08,Guy's Gyros,99.08,3484
08,Frydos Autosupply n' More,182.56,3853
08,Guy's Gyros,18.24,9683
08,Katerina’s Café,33.31,2142
08,Hippokampos,96.75,7117
08,Frydos Autosupply n' More,268.89,6691
08,Katerina’s Café,36.6,7889
08,Katerina’s Café,16.93,8202
08,Katerina’s Café,92.83,5921
08,Albert's Fine Clothing,136.01,9635
08,Hippokampos,15.64,8332
08,Hippokampos,26.31,7688
08,Guy's Gyros,10.28,6901
08,Guy's Gyros,22.91,7819
08,General Grocer,265.84,7108
08,Katerina’s Café,28.86,4948
08,Katerina’s Café,27.87,1874
08,Ouzeri Elian,30.81,9551
08,Ouzeri Elian,29.85,6899
08,Hippokampos,78.99,2463
09,Coffee Cameleon,12.47,7253
09,Brew've Been Served,70.71,9683
09,Hallowed Grounds,17.56,1310
09,Coffee Cameleon,19.99,5921
09,Hallowed Grounds,56.77,7108
09,Brew've Been Served,5.43,5368
09,Hallowed Grounds,75.24,8129
09,Brew've Been Served,4.4,4948
09,Brew've Been Served,5.3,7384
09,Brew've Been Served,34.85,7354
09,Brew've Been Served,5.13,4795
09,Hallowed Grounds,34.45,9551
09,Hallowed Grounds,19.22,7889
09,Brew've Been Served,98.25,8202
09,Hallowed Grounds,18.48,9617
09,Brew've Been Served,5.26,8411
09,Hallowed Grounds,50.25,9405
09,Brew've Been Served,19.47,6901
09,Brew've Been Served,6.61,7819
09,Brew've Been Served,6.21,4434
09,Brew've Been Served,92.12,3484
09,Coffee Cameleon,16.13,2142
09,Hallowed Grounds,65.68,3492
09,Brew've Been Served,17.64,1286
09,Brew've Been Served,5.57,5407
09,Hallowed Grounds,15.33,2681
09,Abila Airport,2358.22,3506
09,Carlyle Chemical Inc.,529.47,7792
09,Nationwide Refinery,674.28,9735
09,Stewart and Sons Fabrication,1015.65,3506
09,Carlyle Chemical Inc.,732.82,4530
09,Nationwide Refinery,289.3,7792
09,Stewart and Sons Fabrication,3544,9735
09,Coffee Shack,5.01,7117
09,Bean There Done That,13,1415
09,Brewed Awakenings,11.76,7688
09,Jack's Magical Beans,10.11,6899
09,Jack's Magical Beans,6,3853
09,Brewed Awakenings,13.16,2540
09,Bean There Done That,4.06,1877
09,Brewed Awakenings,17.66,8332
09,Bean There Done That,15.53,1321
09,Jack's Magical Beans,12.13,9241
09,Jack's Magical Beans,15.55,8156
09,Jack's Magical Beans,37.43,2463
09,Abila Airport,202.93,8642
09,Nationwide Refinery,1440.39,3506
09,Ouzeri Elian,31.03,8332
09,Katerina’s Café,17.02,7253
09,Gelatogalore,19.2,5407
09,Abila Airport,4792.5,2276
09,Ouzeri Elian,26.09,7688
09,Gelatogalore,23.45,4795
09,Guy's Gyros,105.4,7354
09,Gelatogalore,8.6,6899
09,Gelatogalore,56.74,2540
09,Ouzeri Elian,22.4,6816
09,Katerina’s Café,16.98,7792
09,Abila Zacharo,8.16,3484
09,Kalami Kafenion,110.76,6895
09,Katerina’s Café,25.85,8156
09,Guy's Gyros,13.59,7889
09,Hippokampos,27.47,2418
09,Abila Zacharo,8.6,2463
09,Katerina’s Café,10.42,3853
09,Gelatogalore,23.23,8411
09,Hippokampos,27.93,9683
09,Hippokampos,9.12,1321
09,Kalami Kafenion,18.14,7384
09,Abila Zacharo,20.73,1874
09,Gelatogalore,11.94,9405
09,Abila Zacharo,89.41,9551
09,Hippokampos,8.43,9635
09,Hippokampos,39.22,5368
09,Guy's Gyros,74.91,1415
09,Guy's Gyros,15,9617
09,Gelatogalore,24.68,2681
09,Abila Zacharo,48.39,1286
09,Hippokampos,13.84,1310
09,Hippokampos,16.65,2142
09,Kalami Kafenion,19.84,4948
09,Hippokampos,65.7,4434
09,Guy's Gyros,8.87,6901
09,Kalami Kafenion,35.99,6691
09,Kalami Kafenion,10.94,8129
09,Ouzeri Elian,32.89,7108
09,Katerina’s Café,8.01,1877
09,Guy's Gyros,27.69,8202
09,Abila Scrapyard,1158.36,2276
09,Guy's Gyros,17.44,5921
09,Abila Zacharo,14.37,7819
09,Gelatogalore,36.75,7117
09,Carlyle Chemical Inc.,382.43,7792
09,Kronos Pipe and Irrigation,423.14,4530
09,Stewart and Sons Fabrication,918.6,2276
09,Maximum Iron and Steel,1527.14,4530
09,Abila Airport,4538.52,8642
09,Carlyle Chemical Inc.,2176.2,7792
09,Nationwide Refinery,1322.5,2276
09,Katerina’s Café,35.92,8129
09,Katerina’s Café,26.6,5921
09,Frydos Autosupply n' More,138.02,3484
09,Guy's Gyros,31.81,7354
09,Ouzeri Elian,27.08,6899
